~from,~id,association_type:String,data_source:String,source:String,~to,~label
IFNAR2,gene_disease_159,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610424,GeneToDiseaseAssociation
CEP290,gene_disease_160,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:611755,GeneToDiseaseAssociation
CRYBA4,gene_disease_161,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610425,GeneToDiseaseAssociation
CABP4,gene_disease_162,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610427,GeneToDiseaseAssociation
NAGS,gene_disease_163,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:237310,GeneToDiseaseAssociation
EDARADD,gene_disease_164,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:129490,GeneToDiseaseAssociation
EDAR,gene_disease_165,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:129490,GeneToDiseaseAssociation
GYPA,gene_disease_166,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:111300,GeneToDiseaseAssociation
MBTPS2,gene_disease_167,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:308205,GeneToDiseaseAssociation
FLT4,gene_disease_168,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:153100,GeneToDiseaseAssociation
NLRP12,gene_disease_169,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:611762,GeneToDiseaseAssociation
IQSEC2,gene_disease_170,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:309530,GeneToDiseaseAssociation
GNS,gene_disease_171,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:252940,GeneToDiseaseAssociation
PQBP1,gene_disease_172,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:309500,GeneToDiseaseAssociation
PLEC,gene_disease_173,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:226670,GeneToDiseaseAssociation
FUS,gene_disease_174,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:608030,GeneToDiseaseAssociation
APOE,gene_disease_175,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:611771,GeneToDiseaseAssociation
NANS,gene_disease_176,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610442,GeneToDiseaseAssociation
COL4A1,gene_disease_177,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:611773,GeneToDiseaseAssociation
KANSL1,gene_disease_178,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610443,GeneToDiseaseAssociation
GNAT1,gene_disease_179,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610444,GeneToDiseaseAssociation
RHO,gene_disease_180,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610445,GeneToDiseaseAssociation
SLC11A1,gene_disease_181,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610446,GeneToDiseaseAssociation
NYX,gene_disease_182,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:310500,GeneToDiseaseAssociation
HGSNAT,gene_disease_183,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:252930,GeneToDiseaseAssociation
GPD1L,gene_disease_184,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:611777,GeneToDiseaseAssociation
TREX1,gene_disease_185,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610448,GeneToDiseaseAssociation
WNT5A,gene_disease_186,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:180700,GeneToDiseaseAssociation
DVL1,gene_disease_187,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:180700,GeneToDiseaseAssociation
RANBP2,gene_disease_188,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:608033,GeneToDiseaseAssociation
EPAS1,gene_disease_189,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:611783,GeneToDiseaseAssociation
APOA4,gene_disease_190,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621106,GeneToDiseaseAssociation
SAMD9,gene_disease_191,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610455,GeneToDiseaseAssociation
ARX,gene_disease_192,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:309510,GeneToDiseaseAssociation
PCLO,gene_disease_193,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:608027,GeneToDiseaseAssociation
CPS1,gene_disease_194,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:237300,GeneToDiseaseAssociation
ACTA2,gene_disease_195,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:611788,GeneToDiseaseAssociation
NAGLU,gene_disease_196,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:252920,GeneToDiseaseAssociation
EEFSEC,gene_disease_197,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621102,GeneToDiseaseAssociation
DAP3,gene_disease_198,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621101,GeneToDiseaseAssociation
KICS2,gene_disease_199,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621100,GeneToDiseaseAssociation
KRT5,gene_disease_200,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609352,GeneToDiseaseAssociation
BMPER,gene_disease_201,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:608022,GeneToDiseaseAssociation
CACNA1A,gene_disease_202,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:183086,GeneToDiseaseAssociation
GCH1,gene_disease_203,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:128230,GeneToDiseaseAssociation
KIFBP,gene_disease_204,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609460,GeneToDiseaseAssociation
FLAD1,gene_disease_205,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:255100,GeneToDiseaseAssociation
ROM1,gene_disease_206,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:608133,GeneToDiseaseAssociation
PRPH2,gene_disease_207,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:608133,GeneToDiseaseAssociation
ADCY10,gene_disease_208,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:143870,GeneToDiseaseAssociation
B3GALT6,gene_disease_209,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609465,GeneToDiseaseAssociation
PMP22,gene_disease_210,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:180800,GeneToDiseaseAssociation
MPZ,gene_disease_211,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:180800,GeneToDiseaseAssociation
ATP1A3,gene_disease_212,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:128235,GeneToDiseaseAssociation
RECQL4,gene_disease_213,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:268400,GeneToDiseaseAssociation
MUC5B,gene_disease_214,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:178500,GeneToDiseaseAssociation
SFTPC,gene_disease_215,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:178500,GeneToDiseaseAssociation
SFTPA2,gene_disease_216,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:178500,GeneToDiseaseAssociation
TERT,gene_disease_217,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:178500,GeneToDiseaseAssociation
UBE3B,gene_disease_218,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:244450,GeneToDiseaseAssociation
ATXN2,gene_disease_219,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:183090,GeneToDiseaseAssociation
CHRNA2,gene_disease_220,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610353,GeneToDiseaseAssociation
KCNV2,gene_disease_221,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610356,GeneToDiseaseAssociation
KIF1A,gene_disease_222,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610357,GeneToDiseaseAssociation
COL4A4,gene_disease_223,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:141200,GeneToDiseaseAssociation
PDCD1,gene_disease_224,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621004,GeneToDiseaseAssociation
SNRNP200,gene_disease_225,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610359,GeneToDiseaseAssociation
SPATA22,gene_disease_226,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621002,GeneToDiseaseAssociation
SPATA22,gene_disease_227,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621001,GeneToDiseaseAssociation
CA12,gene_disease_228,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:143860,GeneToDiseaseAssociation
LDB3,gene_disease_229,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609452,GeneToDiseaseAssociation
DSTYK,gene_disease_230,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:270750,GeneToDiseaseAssociation
SLC30A2,gene_disease_231,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:608118,GeneToDiseaseAssociation
NSD1,gene_disease_232,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:117550,GeneToDiseaseAssociation
SLC4A1,gene_disease_233,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:179800,GeneToDiseaseAssociation
APOA2,gene_disease_234,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:143890,GeneToDiseaseAssociation
EPHX2,gene_disease_235,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:143890,GeneToDiseaseAssociation
PPP1R17,gene_disease_236,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:143890,GeneToDiseaseAssociation
LDLR,gene_disease_237,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:143890,GeneToDiseaseAssociation
GHR,gene_disease_238,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:143890,GeneToDiseaseAssociation
CMPK2,gene_disease_239,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621018,GeneToDiseaseAssociation
WDR83OS,gene_disease_240,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621016,GeneToDiseaseAssociation
KCNMA1,gene_disease_241,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609446,GeneToDiseaseAssociation
FSHR,gene_disease_242,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:608115,GeneToDiseaseAssociation
CHASERR,gene_disease_243,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621012,GeneToDiseaseAssociation
RFC4,gene_disease_244,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621010,GeneToDiseaseAssociation
BMPR1B,gene_disease_245,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609441,GeneToDiseaseAssociation
TIMM8A,gene_disease_246,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:304700,GeneToDiseaseAssociation
CIB2,gene_disease_247,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609439,GeneToDiseaseAssociation
UNG,gene_disease_248,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:608106,GeneToDiseaseAssociation
NEUROG3,gene_disease_249,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610370,GeneToDiseaseAssociation
ABCC8,gene_disease_250,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610374,GeneToDiseaseAssociation
CYP24A1,gene_disease_251,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:143880,GeneToDiseaseAssociation
MVK,gene_disease_252,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610377,GeneToDiseaseAssociation
CCR5,gene_disease_253,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610379,GeneToDiseaseAssociation
ALG8,gene_disease_254,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:608104,GeneToDiseaseAssociation
TBC1D24,gene_disease_255,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:608105,GeneToDiseaseAssociation
BHLHA9,gene_disease_256,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609432,GeneToDiseaseAssociation
TCP1,gene_disease_257,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621021,GeneToDiseaseAssociation
OTULIN,gene_disease_258,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621030,GeneToDiseaseAssociation
TTC7A,gene_disease_259,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:243150,GeneToDiseaseAssociation
RAX2,gene_disease_260,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:610381,GeneToDiseaseAssociation
IL10,gene_disease_261,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609423,GeneToDiseaseAssociation
CX3CR1,gene_disease_262,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609423,GeneToDiseaseAssociation
CCR2,gene_disease_263,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609423,GeneToDiseaseAssociation
CXCL12,gene_disease_264,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609423,GeneToDiseaseAssociation
TLR3,gene_disease_265,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609423,GeneToDiseaseAssociation
CCL3L1,gene_disease_266,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609423,GeneToDiseaseAssociation
CCR5,gene_disease_267,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609423,GeneToDiseaseAssociation
HLA-C,gene_disease_268,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609423,GeneToDiseaseAssociation
CD209,gene_disease_269,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609423,GeneToDiseaseAssociation
CXCR1,gene_disease_270,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609423,GeneToDiseaseAssociation
CCL2,gene_disease_271,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609423,GeneToDiseaseAssociation
CCL3,gene_disease_272,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609423,GeneToDiseaseAssociation
CCL11,gene_disease_273,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609423,GeneToDiseaseAssociation
CCL5,gene_disease_274,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609423,GeneToDiseaseAssociation
IFNG,gene_disease_275,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609423,GeneToDiseaseAssociation
CCT3,gene_disease_276,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621034,GeneToDiseaseAssociation
MAP3K3,gene_disease_277,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621032,GeneToDiseaseAssociation
CFTR,gene_disease_278,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:167800,GeneToDiseaseAssociation
CTRC,gene_disease_279,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:167800,GeneToDiseaseAssociation
PRSS2,gene_disease_280,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:167800,GeneToDiseaseAssociation
PRSS1,gene_disease_281,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:167800,GeneToDiseaseAssociation
SPINK1,gene_disease_282,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:167800,GeneToDiseaseAssociation
ZFYVE26,gene_disease_283,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:270700,GeneToDiseaseAssociation
ATP1A2,gene_disease_284,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:104290,GeneToDiseaseAssociation
COL7A1,gene_disease_285,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:131850,GeneToDiseaseAssociation
FRYL,gene_disease_286,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621049,GeneToDiseaseAssociation
PRRT2,gene_disease_287,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:128200,GeneToDiseaseAssociation
STOX1,gene_disease_288,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:609404,GeneToDiseaseAssociation
TBCE,gene_disease_289,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:244460,GeneToDiseaseAssociation
TCOF1,gene_disease_290,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:154500,GeneToDiseaseAssociation
ATRX,gene_disease_291,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:309580,GeneToDiseaseAssociation
SMS,gene_disease_292,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:309583,GeneToDiseaseAssociation
CPT1A,gene_disease_293,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:255120,GeneToDiseaseAssociation
LAS1L,gene_disease_294,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:309585,GeneToDiseaseAssociation
NUP210L,gene_disease_295,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621057,GeneToDiseaseAssociation
ABCC8,gene_disease_296,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:256450,GeneToDiseaseAssociation
LRRC8C,gene_disease_297,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621056,GeneToDiseaseAssociation
ISCU,gene_disease_298,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:255125,GeneToDiseaseAssociation
HYAL2,gene_disease_299,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621063,GeneToDiseaseAssociation
FLVCR1,gene_disease_300,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621060,GeneToDiseaseAssociation
WNK1,gene_disease_301,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:201300,GeneToDiseaseAssociation
RETREG1,gene_disease_302,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:201300,GeneToDiseaseAssociation
SCN9A,gene_disease_303,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:201300,GeneToDiseaseAssociation
KIF1A,gene_disease_304,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:201300,GeneToDiseaseAssociation
COPB2,gene_disease_305,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:617800,GeneToDiseaseAssociation
CPT2,gene_disease_306,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:255110,GeneToDiseaseAssociation
DHX30,gene_disease_307,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:617804,GeneToDiseaseAssociation
VARS1,gene_disease_308,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:617802,GeneToDiseaseAssociation
ARID2,gene_disease_309,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:617808,GeneToDiseaseAssociation
RAB11B,gene_disease_310,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:617807,GeneToDiseaseAssociation
SEL1L,gene_disease_311,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621068,GeneToDiseaseAssociation
GREB1L,gene_disease_312,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:617805,GeneToDiseaseAssociation
SEL1L,gene_disease_313,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621067,GeneToDiseaseAssociation
MGA,gene_disease_314,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621065,GeneToDiseaseAssociation
USP25,gene_disease_315,POLYGENIC,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:621064,GeneToDiseaseAssociation
LTBP3,gene_disease_316,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:617809,GeneToDiseaseAssociation
HUWE1,gene_disease_317,MENDELIAN,hpo,ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/mim2gene_medgen,OMIM:309590,GeneToDiseaseAssociation
